1422576948,6823312,krauff,c_krauff_26306009_1000_,779,2172192,______________krauff,krauff,_krauff_26306009_1000_,column,779,1,httpscomfyuafrenchpresskrauff263060091000mlhtml,973,05112025_2028,column,__42,Фастів,0
1422576948,6823312,KRAUFF,Френч-пресc KRAUFF 26-306-009 1000 мл,779,2172192,Посуда >> Для напитков >> Френч-прессы и чайники заварочные >> Френч-прессы и чайники заварочные Krauff,krauff,Френч-прес Krauff 26-306-009 1000 мл,,779,1,https://comfy.ua/french-press-krauff-26-306-009-1000-ml.html,973,05.11.2025 20:28,,"вул. Соборна, 42",Фастів,0
1422598052,6821324,OPPO,Наушники OPPO Enco Air2 Pro ETE21 White,2999,2186360,"Аудио, фото и видео >> Наушники >> Наушники OPPO",oppo,Навушники вкладиші бездротові TWS OPPO Enco Air2 Pro White,,2999,1,https://comfy.ua/naushniki-vkladyshi-besprovodnye-tws-oppo-enco-air2-pro-white.html,,05.11.2025 18:36,,"вул. Соборна, 42",Фастів,0
1422622361,,,,,.2155133,"Ноутбуки, планшеты и компьютерная техника >> Накопители информации",atcom,Хаб USB Atcom TD4006 4хUSB2.0 Black (AT10726),,205,1,https://comfy.ua/hab-usb-atcom-td4006-4husb2-0-black-at10726.html,,05.11.2025 17:47,,"вул. Соборна, 42",Фастів,0
1422628075,6829648,REAL EL,Портативная акустика REAL EL X-735 Black (EL121600011),2499,2185097,"Аудио, фото и видео >> Акустика >> Портативные колонки >> Портативные колонки REAL-EL",real-el,Портативна акустика REAL-EL X-735,,2499,1,https://comfy.ua/portativnaja-akustika-real-el-x-735.html,,05.11.2025 18:27,,"вул. Соборна, 42",Фастів,0
1422634458,,,,,.2000133,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",rivacase,Рюкзак для ноутбуку RIVACASE 7567 Dark Grey,,1299,1,https://comfy.ua/rjukzak-dlja-noutbuka-rivacase-7567-dark-grey.html,,05.11.2025 17:41,,"вул. Соборна, 42",Фастів,0
1422635348,6880312,ELECTROLUX,Утюг ELECTROLUX Refine 600 E6SI1-6PG,2499,2185100,Техника для дома >> Мелкая техника >> Утюги >> Утюги Electrolux,electrolux,Праска Electrolux E6SI1-6PG,,2499,1,https://comfy.ua/utjug-electrolux-e6si1-6pg.html,,05.11.2025 18:43,,"вул. Соборна, 42",Фастів,0
1422639365,,,,,.2187338,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ20AB/RXJ20A,,96389,1,https://comfy.ua/kondicioner-split-daikin-ftxj20ab-rxj20a.html,,05.11.2025 18:30,,"вул. Соборна, 42",Фастів,0
1422639366,,,,,.2187339,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ25AB/RXJ25A,,101395,1,https://comfy.ua/kondicioner-split-daikin-ftxj25ab-rxj25a.html,,05.11.2025 18:32,,"вул. Соборна, 42",Фастів,0
1422639367,,,,,.2187340,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ35AB/RXJ35A,,122605,1,https://comfy.ua/kondicioner-split-daikin-ftxj35ab-rxj35a.html,,05.11.2025 18:31,,"вул. Соборна, 42",Фастів,0
1422639368,,,,,.2187342,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ42AW/RXJ42A,,140329,1,https://comfy.ua/kondicioner-split-daikin-ftxj42aw-rxj42a.html,,05.11.2025 18:28,,"вул. Соборна, 42",Фастів,0
1422639369,,,,,.2187343,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ42AS/RXJ42A,,150299,1,https://comfy.ua/kondicioner-split-daikin-ftxj42as-rxj42a.html,,05.11.2025 18:45,,"вул. Соборна, 42",Фастів,0
1422639370,,,,,.2187341,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ42AB/RXJ42A,,151875,1,https://comfy.ua/kondicioner-split-daikin-ftxj42ab-rxj42a.html,,05.11.2025 18:45,,"вул. Соборна, 42",Фастів,0
1422639371,,,,,.2187344,Техника для дома >> Климатическая техника,daikin,Кондиціонер спліт Daikin FTXJ50AB/RXJ50A,,200735,1,https://comfy.ua/kondicioner-split-daikin-ftxj50ab-rxj50a.html,,05.11.2025 18:27,,"вул. Соборна, 42",Фастів,0
1422642945,6825164,KITCHENAID,Блендер KITCHENAID 5KHBBV53EAC Cream,8499,2185561,Техника для кухни >> Мелкая техника >> Блендеры >> Блендеры KitchenAid,kitchenaid,Блендер заглибний KitchenAid 5KHBBV53EAC,,8499,1,https://comfy.ua/blender-pogruzhnoj-kitchenaid-5khbbv53eac.html,,05.11.2025 19:49,,"вул. Соборна, 42",Фастів,0
